Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
jelavu-pewter-earring-4662,JELAVU Pewter Earring 4662,"<p data-mce-fragment=""1"">Product Code 4664</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,'4662,0.0,shopify,deny,manual,30.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-pewter-earring-4651,JELAVU Pewter Earring 4651,"<p data-mce-fragment=""1"">Product Code 4651</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,'4651,0.0,shopify,deny,manual,30.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-necklace-038-1038,JELAVU Necklace 038-1038,"<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Product Code 038-1038<br></p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">silver plated</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Nickle and lead-free</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Hypoallergenic</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Made in Turkey</p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,038-1038,0.0,shopify,continue,manual,75.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-necklace-with-crystal-nn3131,JELAVU Necklace with Crystal NN3131,"<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Product Code NN3131<br data-mce-fragment=""1""></p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">silver plated</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Nickle and lead-free</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Hypoallergenic</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Made in Turkey</p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,NN3131,226.796185,shopify,deny,manual,65.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-bracelet-nb2515,JELAVU bracelet NB2515,"<p data-mce-fragment=""1"">Product Code NB2515</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,NB2515,226.796185,shopify,deny,manual,65.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-bracelet-nb2521,JELAVU bracelet NB2521,"<p data-mce-fragment=""1"">Product Code NB2521</p>
<p data-mce-fragment=""1"">Pewter and silver plated</p>
<p data-mce-fragment=""1"">Nickle and lead-free</p>
<p data-mce-fragment=""1"">Hypoallergenic</p>
<p data-mce-fragment=""1"">Made in Turkey </p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,NB2521,0.0,shopify,deny,manual,65.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-necklace-with-crystal-oo91009,JELAVU Necklace with Crystal OO91009,"<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Product Code OO91009<br data-mce-fragment=""1""></p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">silver plated</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Nickle and lead-free</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Hypoallergenic</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Made in Turkey</p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,OO91009,226.796185,shopify,deny,manual,65.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-zr780,JELAVU Ring ZR780,"<p>Product Code: ZR780</p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,ZR780,226.796185,shopify,continue,manual,30.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-4546,JELAVU Ring 4546,"<p>Product Code: 4546</p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,'4546,226.796185,shopify,continue,manual,30.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-jelavu-ring-4689,JELAVU Ring 4689,"<p>Product Code: 4689</p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,'4689,226.796185,shopify,continue,manual,30.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-ring-5108,JELAVU Ring 5108,"<p>Product Code: 5108</p>
<p>Pewter and silver plated</p>
<p>Nickle and lead-free</p>
<p>Hypoallergenic</p>
<p>Made in Turkey </p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,'5108,226.796185,shopify,continue,manual,30.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,lb,,,active
jelavu-necklace-with-crystal-slvr1088,JELAVU Necklace with Crystal SLVR1088,"<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Product Code SLVR1088</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Pewter and silver plated</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Nickle and lead free</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Hypoallergenic</p>
<p style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Made in Turkey</p>",Chanour,,Jewelry,"jelavu, Verishop",true,Title,Default Title,,,,,SLVR1088,0.0,shopify,continue,manual,65.00,,true,true,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/chanour-jewelry-jelavu-necklace-with-crystal-slvr1088-36800039125217.jpg?v=1645205331,1,Chanour Jewelry JELAVU Necklace with Crystal SLVR1088,false,,,,,,,,,,,,,,,,,lb,,,active
gramercy,Gramercy,"",Code917,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags",,"",true,Color,Black,,,,,C917_Gramercy-Blk,0.0,shopify,deny,manual,348.00,,true,true,'765244118422,,,,false,,,,,,,,,,,,,,,,,lb,,,active
gramercy,,,,,,,,,Orange,,,,,C917_Gramercy-Org,0.0,shopify,deny,manual,348.00,,true,true,'765244118439,,,,,,,,,,,,,,,,,,,,,lb,,,
talitha,Talitha Woven Wristlet,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Grab and go! With its wristlet strap and thick woven design, the Talitha is a fave pick for the modern jet setter. From JELAVU. </span></p>
<p><span data-mce-fragment=""1"">Product Dimension; 9.8""x0.7""x6.7"" ,</span></p>
<p><span data-mce-fragment=""1"">Closure Style: zip, </span></p>
<p><span data-mce-fragment=""1"">Product Weight:0.5 Pound.</span></p>
<p><span data-mce-fragment=""1"">Exterior material: Vegan leather. vegan bags</span></p>",Katrina Szish x JELAVU,,Handbags,"#vegan, 1veganbags, handbag, handbags, jelavu, Katrina Szish x JELAVU, Leather&Veganbags, Veganbags, Verishop, women'sbag",true,Color,Black Checker,,,,,JELB_TALITHA-BLKCHE,0.0,shopify,deny,manual,64.01,,true,true,'765244118392,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735858639073.jpg?v=1644439615,1,Katrina Szish x JELAVU Handbags TALITHA,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735858639073.jpg?v=1644439615,lb,,,active
talitha,,,,,,,,,Red,,,,,JELB_TALITHA-RED,0.0,shopify,deny,manual,64.01,,true,true,'765244118385,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735857950945.jpg?v=1644439615,2,Katrina Szish x JELAVU Handbags TALITHA,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-red-talitha-36735858278625.jpg?v=1644439615,lb,,,
talitha,,,,,,,,,White,,,,,JELB_TALITHA-WHT,0.0,shopify,deny,manual,64.01,,true,true,'765244118378,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735858475233.jpg?v=1644439615,3,Katrina Szish x JELAVU Handbags TALITHA,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735858114785.jpg?v=1644439615,lb,,,
talitha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735857983713.jpg?v=1644439615,4,Katrina Szish x JELAVU Handbags TALITHA,,,,,,,,,,,,,,,,,,,,,
talitha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735858245857.jpg?v=1644439615,5,Katrina Szish x JELAVU Handbags TALITHA,,,,,,,,,,,,,,,,,,,,,
talitha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-red-talitha-36735858278625.jpg?v=1644439615,6,Katrina Szish x JELAVU Handbags Red TALITHA,,,,,,,,,,,,,,,,,,,,,
talitha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735858704609.jpg?v=1644439615,7,Katrina Szish x JELAVU Handbags TALITHA,,,,,,,,,,,,,,,,,,,,,
talitha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735858049249.jpg?v=1644439615,8,Katrina Szish x JELAVU Handbags TALITHA,,,,,,,,,,,,,,,,,,,,,
talitha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735858573537.jpg?v=1644439615,9,Katrina Szish x JELAVU Handbags TALITHA,,,,,,,,,,,,,,,,,,,,,
talitha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735858376929.jpg?v=1644439615,10,Katrina Szish x JELAVU Handbags TALITHA,,,,,,,,,,,,,,,,,,,,,
talitha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735858114785.jpg?v=1644439615,11,Katrina Szish x JELAVU Handbags TALITHA,,,,,,,,,,,,,,,,,,,,,
talitha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735858508001.jpg?v=1644439615,12,Katrina Szish x JELAVU Handbags TALITHA,,,,,,,,,,,,,,,,,,,,,
talitha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735858442465.jpg?v=1644439615,13,Katrina Szish x JELAVU Handbags TALITHA,,,,,,,,,,,,,,,,,,,,,
talitha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735858606305.jpg?v=1644439615,14,Katrina Szish x JELAVU Handbags TALITHA,,,,,,,,,,,,,,,,,,,,,
talitha,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-talitha-36735858802913.jpg?v=1644439615,15,Katrina Szish x JELAVU Handbags TALITHA,,,,,,,,,,,,,,,,,,,,,
piscine-1,Piscine Terry Cloth Tote,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Introducing your brand new must-have beach bag! For strolls on the sand or boat days out at sea, pack all of your summertime essentials in this spacious, terry tote. Available in three colors and equipped with a removable pouch for smaller belongings, you'll be grabbing this bag all summer long! </span></p>
<p><span data-mce-fragment=""1"">Exterior Material : Terry ,Product dimension: 17.7""x7""x12.5"" , </span></p>
<p><span data-mce-fragment=""1"">Pocket :2 Interior Slip Pocket with wristlet .</span></p>
<p><span data-mce-fragment=""1"">Wristlet dimensions : L7""x W5"" xH1""</span></p>",Katrina Szish x JELAVU,,Handbags,"#vegan, 1veganbags, handbag, handbags, jelavu, Katrina Szish x JELAVU, Leather&Veganbags, Veganbags, Verishop, women'sbag",true,Color,Green Terry,,,,,JELB_PISCINE-GRN,0.0,shopify,deny,manual,117.50,,true,true,'765244118361,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-green-terry-piscine-36735789400289.jpg?v=1644438723,1,Katrina Szish x JELAVU Handbags Green Terry PISCINE,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-green-terry-piscine-36735789400289.jpg?v=1644438723,lb,,,active
piscine-1,,,,,,,,,Yellow Terry,,,,,JELB_PISCINE-YEL,0.0,shopify,deny,manual,117.50,,true,true,'765244118354,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-piscine-36735789531361.jpg?v=1644438723,2,Katrina Szish x JELAVU Handbags PISCINE,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-yellow-terry-piscine-36735790383329.jpg?v=1644438723,lb,,,
piscine-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-piscine-36735790350561.jpg?v=1644438723,3,Katrina Szish x JELAVU Handbags PISCINE,,,,,,,,,,,,,,,,,,,,,
piscine-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-piscine-36735789498593.jpg?v=1644438723,4,Katrina Szish x JELAVU Handbags PISCINE,,,,,,,,,,,,,,,,,,,,,
piscine-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-piscine-36735789367521.jpg?v=1644438723,5,Katrina Szish x JELAVU Handbags PISCINE,,,,,,,,,,,,,,,,,,,,,
piscine-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-yellow-terry-piscine-36735790383329.jpg?v=1644438723,6,Katrina Szish x JELAVU Handbags Yellow Terry PISCINE,,,,,,,,,,,,,,,,,,,,,
piscine-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-piscine-36735789433057.jpg?v=1644438723,7,Katrina Szish x JELAVU Handbags PISCINE,,,,,,,,,,,,,,,,,,,,,
piscine-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-piscine-36735790514401.jpg?v=1644438723,8,Katrina Szish x JELAVU Handbags PISCINE,,,,,,,,,,,,,,,,,,,,,
piscine-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-piscine-36735789760737.jpg?v=1644438723,9,Katrina Szish x JELAVU Handbags PISCINE,,,,,,,,,,,,,,,,,,,,,
piscine-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-piscine-36735790317793.jpg?v=1644438723,10,Katrina Szish x JELAVU Handbags PISCINE,,,,,,,,,,,,,,,,,,,,,
bermuda,Bermuda Crossbody,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">The 90's and Y2K style is back in full swing and the Braidy Bags takes two trends from these iconic eras - hobo bags and shoulder bags - and combines them to create this beauty, complete with showstopping braid detail. With plenty of storage space and pockets inside, throw this on with a tee and jeans, and let the bag do the talking! </span></p>
<p><span data-mce-fragment=""1"">Product dimension :11.8"" x 4.7"" x 9.8"" , </span></p>
<p><span data-mce-fragment=""1"">closure : top zip , vegan bags</span></p>",Katrina Szish x JELAVU,,Handbags,"#vegan, 1veganbags, handbag, handbags, jelavu, Katrina Szish x JELAVU, Leather&Veganbags, Veganbags, Verishop, women'sbag",true,Color,Olive,,,,,JELB_BERMUDA-OLI,0.0,shopify,deny,manual,127.48,,true,true,'765244118323,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735711412449.jpg?v=1644777839,1,Katrina Szish x JELAVU Handbags BERMUDA,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735711969505.jpg?v=1644438175,lb,,,active
bermuda,,,,,,,,,Denim,,,,,JELB_BERMUDA-DEN,0.0,shopify,deny,manual,127.48,,true,true,'765244118330,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735712067809.jpg?v=1644777839,2,Katrina Szish x JELAVU Handbags BERMUDA,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735711903969.jpg?v=1644438175,lb,,,
bermuda,,,,,,,,,Floral Multi,,,,,JELB_BERMUDA-FLOM,0.0,shopify,deny,manual,127.48,,true,true,'765244118347,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735711772897.jpg?v=1644777839,3,Katrina Szish x JELAVU Handbags BERMUDA,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735712067809.jpg?v=1644777839,lb,,,
bermuda,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735712133345.jpg?v=1644438175,4,Katrina Szish x JELAVU Handbags BERMUDA,,,,,,,,,,,,,,,,,,,,,
bermuda,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735712100577.jpg?v=1644438175,5,Katrina Szish x JELAVU Handbags BERMUDA,,,,,,,,,,,,,,,,,,,,,
bermuda,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735711903969.jpg?v=1644438175,6,Katrina Szish x JELAVU Handbags BERMUDA,,,,,,,,,,,,,,,,,,,,,
bermuda,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735711641825.jpg?v=1644438175,7,Katrina Szish x JELAVU Handbags BERMUDA,,,,,,,,,,,,,,,,,,,,,
bermuda,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/katrina-szish-x-jelavu-handbags-bermuda-36735711707361.jpg?v=1644438175,8,Katrina Szish x JELAVU Handbags BERMUDA,,,,,,,,,,,,,,,,,,,,,
