Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
melody-eva-sandal-2,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-melody-eva-sandal-30845465559196.jpg?v=1628135076,10,Un-plugged Sandal MELODY EVA SANDAL,,,,,,,,,,,,,,,,,,,,,
melody-eva-sandal-1,MELODY EVA SANDAL,"<p data-mce-fragment=""1"">Un-plugged</p>
<ul data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Women Sandal</li>
<li data-mce-fragment=""1"">Style: Melody</li>
<li data-mce-fragment=""1"">Material: EVA</li>
</ul>
</ul>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Un-plugged,,Sandal,"Leather&Veganfootwear, Vegan-footwear",false,Color,WHITE,Size,6/36,,,UP_MELODY-EVAWHT-6,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683736,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-6-36-melody-eva-sandal-30013311877276.jpg?v=1628132748,1,Un-plugged Sandal WHITE / 6/36 MELODY EVA SANDAL,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-6-36-melody-eva-sandal-30013311877276.jpg?v=1628132748,lb,,,archived
melody-eva-sandal-1,,,,,,,,,WHITE,,7/37,,,UP_MELODY-EVAWHT-7,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683743,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-7-37-melody-eva-sandal-30013292970140.jpg?v=1628132748,2,Un-plugged Sandal WHITE / 7/37 MELODY EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-7-37-melody-eva-sandal-30013292970140.jpg?v=1628132748,lb,,,
melody-eva-sandal-1,,,,,,,,,WHITE,,8/38,,,UP_MELODY-EVAWHT-8,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683750,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-8-38-melody-eva-sandal-30013298376860.jpg?v=1628132748,3,Un-plugged Sandal WHITE / 8/38 MELODY EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-8-38-melody-eva-sandal-30013298376860.jpg?v=1628132748,lb,,,
melody-eva-sandal-1,,,,,,,,,WHITE,,9/39,,,UP_MELODY-EVAWHT-9,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683767,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-melody-eva-sandal-30845253353628.jpg?v=1628132748,4,Un-plugged Sandal MELODY EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-9-39-melody-eva-sandal-30013327769756.jpg?v=1628132748,lb,,,
melody-eva-sandal-1,,,,,,,,,WHITE,,10/40,,,UP_MELODY-EVAWHT-10,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683774,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-melody-eva-sandal-30013314597020.jpg?v=1628132748,5,Un-plugged Sandal MELODY EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-10-40-melody-eva-sandal-30013316235420.jpg?v=1628132748,lb,,,
melody-eva-sandal-1,,,,,,,,,White-Case12,,36-40,,,UP_MELODY-EVAWHT12,0.0,shopify,deny,manual,156.00,,true,false,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-9-39-melody-eva-sandal-30013327769756.jpg?v=1628132748,6,Un-plugged Sandal WHITE / 9/39 MELODY EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-6-36-melody-eva-sandal-30013311877276.jpg?v=1628132748,lb,,,
melody-eva-sandal-1,,,,,,,,,White-Case6,,36-40,,,UP_MELODY-EVAWHT6,0.0,shopify,deny,manual,78.00,,true,false,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-10-40-melody-eva-sandal-30013316235420.jpg?v=1628132748,7,Un-plugged Sandal WHITE / 10/40 MELODY EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-6-36-melody-eva-sandal-30013311877276.jpg?v=1628132748,lb,,,
melody-eva-sandal-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-melody-eva-sandal-30845009854620.jpg?v=1628132748,8,Un-plugged Sandal MELODY EVA SANDAL,,,,,,,,,,,,,,,,,,,,,
melody-eva-sandal-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-melody-eva-sandal-30844818555036.jpg?v=1628132748,9,Un-plugged Sandal MELODY EVA SANDAL,,,,,,,,,,,,,,,,,,,,,
melody-eva-sandal,MELODY EVA SANDAL,"<p data-mce-fragment=""1"">Un-plugged</p>
<ul data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Women Sandal</li>
<li data-mce-fragment=""1"">Style: Melody</li>
<li data-mce-fragment=""1"">Material: EVA</li>
</ul>
</ul>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Un-plugged,,Sandal,"Leather&Veganfootwear, Vegan-footwear",false,Color,BLACK,Size,6/36,,,UP_MELODY-EVABLK-6,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683439,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-black-6-36-melody-eva-sandal-30846245470364.jpg?v=1628134900,1,Un-plugged Sandal BLACK / 6/36 MELODY EVA SANDAL,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-black-6-36-melody-eva-sandal-30846245470364.jpg?v=1628134900,lb,,,archived
melody-eva-sandal,,,,,,,,,BLACK,,7/37,,,UP_MELODY-EVABLK-7,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683446,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-black-7-37-melody-eva-sandal-30012974825628.jpg?v=1628134900,2,Un-plugged Sandal BLACK / 7/37 MELODY EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-black-7-37-melody-eva-sandal-30012974825628.jpg?v=1628134900,lb,,,
melody-eva-sandal,,,,,,,,,BLACK,,8/38,,,UP_MELODY-EVABLK-8,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683453,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-black-8-38-melody-eva-sandal-30012999270556.jpg?v=1628134900,3,Un-plugged Sandal BLACK / 8/38 MELODY EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-black-8-38-melody-eva-sandal-30012999270556.jpg?v=1628134900,lb,,,
melody-eva-sandal,,,,,,,,,BLACK,,9/39,,,UP_MELODY-EVABLK-9,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683460,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-melody-eva-sandal-30012996616348.jpg?v=1628134900,4,Un-plugged Sandal MELODY EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-black-9-39-melody-eva-sandal-30013002973340.jpg?v=1628134900,lb,,,
melody-eva-sandal,,,,,,,,,BLACK,,10/40,,,UP_MELODY-EVABLK-10,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683477,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-melody-eva-sandal-30013722099868.jpg?v=1628134900,5,Un-plugged Sandal MELODY EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-black-10-40-melody-eva-sandal-30013708894364.jpg?v=1628134900,lb,,,
melody-eva-sandal,,,,,,,,,Black-Case12,,36-40,,,UP_MELODY-EVBLK-CP12,0.0,shopify,deny,manual,156.00,,true,false,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-black-9-39-melody-eva-sandal-30013002973340.jpg?v=1628134900,6,Un-plugged Sandal BLACK / 9/39 MELODY EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-black-6-36-melody-eva-sandal-30846245470364.jpg?v=1628134900,lb,,,
melody-eva-sandal,,,,,,,,,Black-Case6,,36-40,,,UP_MELODY-EVBLK-CP6,0.0,shopify,deny,manual,78.00,,true,false,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-black-10-40-melody-eva-sandal-30013708894364.jpg?v=1628134900,7,Un-plugged Sandal BLACK / 10/40 MELODY EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-black-6-36-melody-eva-sandal-30846245470364.jpg?v=1628134900,lb,,,
melody-eva-sandal,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-melody-eva-sandal-30846008361116.jpg?v=1628134900,8,Un-plugged Sandal MELODY EVA SANDAL,,,,,,,,,,,,,,,,,,,,,
melody-eva-sandal,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-melody-eva-sandal-30845742940316.jpg?v=1628134900,9,Un-plugged Sandal MELODY EVA SANDAL,,,,,,,,,,,,,,,,,,,,,
melody-eva-sandal,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-melody-eva-sandal-30012952871068.jpg?v=1628134900,10,Un-plugged Sandal MELODY EVA SANDAL,,,,,,,,,,,,,,,,,,,,,
megan-slide,MEGAN EVA SANDAL,"<p data-mce-fragment=""1"">Un-plugged</p>
<ul data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Women Sandal</li>
<li data-mce-fragment=""1"">Style: Megan</li>
<li data-mce-fragment=""1"">Material: EVA</li>
</ul>
</ul>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Un-plugged,,Sandal,"Leather&Veganfootwear, Vegan-footwear",false,Color,WHITE,Size,6/36,,,UP_MEGAN-EVAWHT-6,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683378,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-6-36-megan-eva-sandal-30998617194652.jpg?v=1628138140,1,Un-plugged Sandal WHITE / 6/36 MEGAN EVA SANDAL,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-6-36-megan-eva-sandal-30998617194652.jpg?v=1628138140,lb,,,archived
megan-slide,,,,,,,,,WHITE,,7/37,,,UP_MEGAN-EVAWHT-7,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683385,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-7-37-megan-eva-sandal-30999645487260.jpg?v=1628138140,2,Un-plugged Sandal WHITE / 7/37 MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-7-37-megan-eva-sandal-30999645487260.jpg?v=1628138140,lb,,,
megan-slide,,,,,,,,,WHITE,,8/38,,,UP_MEGAN-EVAWHT-8,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683392,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-8-38-megan-eva-sandal-30998961782940.jpg?v=1628138140,3,Un-plugged Sandal WHITE / 8/38 MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-8-38-megan-eva-sandal-30998961782940.jpg?v=1628138140,lb,,,
megan-slide,,,,,,,,,WHITE,,9/39,,,UP_MEGAN-EVAWHT-9,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683408,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-megan-eva-sandal-30012857614492.jpg?v=1628138140,4,Un-plugged Sandal MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-9-39-megan-eva-sandal-30012778643612.jpg?v=1628138140,lb,,,
megan-slide,,,,,,,,,WHITE,,10/40,,,UP_MEGAN-EVAWHT-10,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683415,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-megan-eva-sandal-30999102029980.jpg?v=1628138140,5,Un-plugged Sandal MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-10-40-megan-eva-sandal-30012775497884.jpg?v=1628138140,lb,,,
megan-slide,,,,,,,,,White-Case12,,36-40,,,UP_MEGAN-EVAWHT12,0.0,shopify,deny,manual,156.00,,true,false,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-9-39-megan-eva-sandal-30012778643612.jpg?v=1628138140,6,Un-plugged Sandal WHITE / 9/39 MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-6-36-megan-eva-sandal-30998617194652.jpg?v=1628138140,lb,,,
megan-slide,,,,,,,,,White-Case6,,36-40,,,UP_MEGAN-EVAWHT6,0.0,shopify,deny,manual,78.00,,true,false,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-10-40-megan-eva-sandal-30012775497884.jpg?v=1628138140,7,Un-plugged Sandal WHITE / 10/40 MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-white-6-36-megan-eva-sandal-30998617194652.jpg?v=1628138140,lb,,,
megan-slide,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-megan-eva-sandal-30012805021852.jpg?v=1628138140,8,Un-plugged Sandal MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,,,,,
megan-slide,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-megan-eva-sandal-30956555141276.jpg?v=1628138140,9,Un-plugged Sandal MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,,,,,
megan,MEGAN EVA SANDAL,"<p data-mce-fragment=""1"">Un-plugged</p>
<ul data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Women Sandal</li>
<li data-mce-fragment=""1"">Style: Megan</li>
<li data-mce-fragment=""1"">Material: EVA</li>
</ul>
</ul>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>",Un-plugged,,Sandal,"Leather&Veganfootwear, Vegan-footwear",false,Color,NUDE,Size,6/36,,,UP_MEGAN-EVANUDE-6,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683316,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-nude-case12-36-40-megan-eva-sandal-30012905029788.jpg?v=1628129507,1,Un-plugged Sandal Nude-Case12 / 36-40 MEGAN EVA SANDAL,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-nude-6-36-megan-eva-sandal-30956440191132.jpg?v=1628129507,lb,,,archived
megan,,,,,,,,,NUDE,,7/37,,,UP_MEGAN-EVANUDE-7,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683323,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-nude-6-36-megan-eva-sandal-30956440191132.jpg?v=1628129507,2,Un-plugged Sandal NUDE / 6/36 MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-nude-7-37-megan-eva-sandal-30012728148124.jpg?v=1628129507,lb,,,
megan,,,,,,,,,NUDE,,8/38,,,UP_MEGAN-EVANUDE-8,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683330,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-nude-7-37-megan-eva-sandal-30012728148124.jpg?v=1628129507,3,Un-plugged Sandal NUDE / 7/37 MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-nude-8-38-megan-eva-sandal-30012709601436.jpg?v=1628129507,lb,,,
megan,,,,,,,,,NUDE,,9/39,,,UP_MEGAN-EVANUDE-9,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683347,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-nude-8-38-megan-eva-sandal-30012709601436.jpg?v=1628129507,4,Un-plugged Sandal NUDE / 8/38 MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-nude-9-39-megan-eva-sandal-30999693394076.jpg?v=1628129507,lb,,,
megan,,,,,,,,,NUDE,,10/40,,,UP_MEGAN-EVANUDE-10,0.0,shopify,deny,manual,12.00,29.95,true,false,'810077683354,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-megan-eva-sandal-30915848601756.jpg?v=1628129507,5,Un-plugged Sandal MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-nude-10-40-megan-eva-sandal-30012679454876.jpg?v=1628129507,lb,,,
megan,,,,,,,,,Nude-Case12,,36-40,,,UP_MEGAN-EVANUDE12,0.0,shopify,deny,manual,156.00,,true,false,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-megan-eva-sandal-30012674539676.jpg?v=1628129507,6,Un-plugged Sandal MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-nude-case12-36-40-megan-eva-sandal-30012905029788.jpg?v=1628129507,lb,,,
megan,,,,,,,,,Nude-Case6,,36-40,,,UP_MEGAN-EVANUDE6,0.0,shopify,deny,manual,78.00,,true,false,"",https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-nude-9-39-megan-eva-sandal-30999693394076.jpg?v=1628129507,7,Un-plugged Sandal NUDE / 9/39 MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-nude-case12-36-40-megan-eva-sandal-30012905029788.jpg?v=1628129507,lb,,,
megan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-nude-10-40-megan-eva-sandal-30012679454876.jpg?v=1628129507,8,Un-plugged Sandal NUDE / 10/40 MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,,,,,
megan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-megan-eva-sandal-30999693328540.jpg?v=1628129507,9,Un-plugged Sandal MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,,,,,
megan,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/un-plugged-sandal-megan-eva-sandal-30012754264220.jpg?v=1628129507,10,Un-plugged Sandal MEGAN EVA SANDAL,,,,,,,,,,,,,,,,,,,,,
kate-woven-mid-heeled-sandal,Kate Woven Mid Heeled Sandal,"<p data-mce-fragment=""1"">Grow your stylish wardrobe with a pair of soft cushioned hand woven white leather mid block heel from Saint G. Featuring a statement woven strap and a mid block heel. Woven features and a walkable heel make it so desirable. It comes with veneer Leather covered heel, full leather lining and padded leather footbed for natural comfort and breathability. This slip on heel will lend a stylish look to your outfit.</p>
<p data-mce-fragment=""1"">Brand Name - Saint G</p>
<p data-mce-fragment=""1"">Closure - Slip On</p>
<p data-mce-fragment=""1"">Upper - Leather</p>
<p data-mce-fragment=""1"">Lining - Leather</p>
<p data-mce-fragment=""1"">Insole - Leather</p>
<p data-mce-fragment=""1"">Sole - Tunit</p>
<p data-mce-fragment=""1"">Heel Height - 1.6 Inches</p>",Saint G,,BLOCK HEEL,"block heel, Block Heels, Footwear-All, Slip On",true,Size,36,,,,,SGF_KATE-WHT36,0.0,shopify,deny,manual,79.99,119.00,true,true,'850025593915,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-block-heel-kate-woven-mid-heeled-sandal-30897557242012.jpg?v=1628114742,1,Saint G BLOCK HEEL Kate Woven Mid Heeled Sandal,false,,,,,,,,,,,,,,,,,oz,,,active
kate-woven-mid-heeled-sandal,,,,,,,,,37,,,,,SGF_KATE-WHT37,0.0,shopify,deny,manual,79.99,119.00,true,true,'850025593922,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-block-heel-kate-woven-mid-heeled-sandal-30898028773532.jpg?v=1628114742,2,Saint G BLOCK HEEL Kate Woven Mid Heeled Sandal,,,,,,,,,,,,,,,,,,oz,,,
kate-woven-mid-heeled-sandal,,,,,,,,,38,,,,,SGF_KATE-WHT38,0.0,shopify,deny,manual,79.99,119.00,true,true,'850025593939,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-block-heel-kate-woven-mid-heeled-sandal-29746358714524.jpg?v=1628114742,3,Saint G BLOCK HEEL Kate Woven Mid Heeled Sandal,,,,,,,,,,,,,,,,,,oz,,,
kate-woven-mid-heeled-sandal,,,,,,,,,39,,,,,SGF_KATE-WHT39,0.0,shopify,deny,manual,79.99,119.00,true,true,'850025593946,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-block-heel-kate-woven-mid-heeled-sandal-30896339189916.jpg?v=1628114742,4,Saint G BLOCK HEEL Kate Woven Mid Heeled Sandal,,,,,,,,,,,,,,,,,,oz,,,
kate-woven-mid-heeled-sandal,,,,,,,,,40,,,,,SGF_KATE-WHT40,0.0,shopify,deny,manual,79.99,119.00,true,true,'850025593953,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-block-heel-kate-woven-mid-heeled-sandal-30896673259676.jpg?v=1628114742,5,Saint G BLOCK HEEL Kate Woven Mid Heeled Sandal,,,,,,,,,,,,,,,,,,oz,,,
kate-woven-mid-heeled-sandal,,,,,,,,,41,,,,,SGF_KATE-WHT41,0.0,shopify,deny,manual,79.99,119.00,true,true,'850025593960,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/saint-g-block-heel-kate-woven-mid-heeled-sandal-30898381815964.jpg?v=1628114742,6,Saint G BLOCK HEEL Kate Woven Mid Heeled Sandal,,,,,,,,,,,,,,,,,,oz,,,
kate-woven-mid-heeled-sandal,,,,,,,,,Casepack,,,,,SGF_KATE-WHT9A,0.0,shopify,deny,manual,1071.00,,true,true,'850025593977,,,,,,,,,,,,,,,,,,,,,oz,,,
ata-kauri-_black,Ata Kauri Shell Embellished Crossbody Bag,"<p data-mce-fragment=""1"">This product is available for pre-order, shipping after 6.15,</p>
<p style=""text-align: left;"" data-mce-fragment=""1"" data-mce-style=""text-align: left;"">Book now to avoid any hassle.</p>",Jelavu,,Handbags,"#vegan, 1veganbags, jelavu, Leather&Veganbags, Verishop, women'sbag",false,Color,BLACK,,,,,JELB_60711600-00,0.0,shopify,deny,manual,88.00,,true,true,'765244114158,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/jelavu-handbags-black-ata-kauri-shell-embellished-crossbody-bag-29518826963100.jpg?v=1627996119,1,JELAVU Handbags BLACK Ata Kauri Shell Embellished Crossbody Bag,false,,"This product is available for pre-order, shipping after 6.15,

Book now to avoid any hassle.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/jelavu-handbags-black-ata-kauri-shell-embellished-crossbody-bag-29518826963100.jpg?v=1627996119,lb,,,archived
ata-kauri-_black,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/jelavu-handbags-black-ata-kauri-shell-embellished-crossbody-bag-29520365387932.jpg?v=1627996119,2,JELAVU Handbags BLACK Ata Kauri Shell Embellished Crossbody Bag,,,,,,,,,,,,,,,,,,,,,
ata-kauri-_black,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/jelavu-handbags-black-ata-kauri-shell-embellished-crossbody-bag-29520373612700.jpg?v=1627996119,3,JELAVU Handbags BLACK Ata Kauri Shell Embellished Crossbody Bag,,,,,,,,,,,,,,,,,,,,,
ata-kauri-_black,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/jelavu-handbags-black-ata-kauri-shell-embellished-crossbody-bag-29520424927388.jpg?v=1627996119,4,JELAVU Handbags BLACK Ata Kauri Shell Embellished Crossbody Bag,,,,,,,,,,,,,,,,,,,,,
ata-kauri-_black,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/jelavu-handbags-black-ata-kauri-shell-embellished-crossbody-bag-29520418308252.jpg?v=1627996119,5,JELAVU Handbags BLACK Ata Kauri Shell Embellished Crossbody Bag,,,,,,,,,,,,,,,,,,,,,
ata-kauri-_black,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/jelavu-handbags-black-ata-kauri-shell-embellished-crossbody-bag-29520411197596.jpg?v=1627996119,6,JELAVU Handbags BLACK Ata Kauri Shell Embellished Crossbody Bag,,,,,,,,,,,,,,,,,,,,,
ata-kauri-_black,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0462/6068/2908/products/jelavu-handbags-black-ata-kauri-shell-embellished-crossbody-bag-29518837121180.jpg?v=1627996119,7,JELAVU Handbags BLACK Ata Kauri Shell Embellished Crossbody Bag,,,,,,,,,,,,,,,,,,,,,
